objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois336,evacuationofjewishrefugees_index.pdf,Index,Holocaust Education and Resource Center,,,"Six page index on caples, memos, letters, newspaper clippings, transcripts, articles, and conversations.",1,1-1,1,Index; Cables; Memos; Letters; Newspaper Clippings; Transcripts,,,,,application/pdf,,,,evacuationofjewishrefugees_index,image,/objects/evacuationofjewishrefugees_index.pdf,/objects/small/evacuationofjewishrefugees_index_sm.jpg,/objects/thumbs/evacuationofjewishrefugees_index_th.jpg,,
dubois337,refugeerelocationafrica.pdf,Refugee relocation in North Africa,Holocaust Education and Resource Center,1944-2-1,No,Letter to the Secretary of State from Henry Morgenthau on a British plan to assist in relocating Jewish refugee's to cities in Northern Africa. This letter is two pages long.,1,1-1,1,Letter; Morgenthau; Secretary of State; Jewish Refugees; North Africa,,,,,application/pdf,,,,refugeerelocationafrica,image,/objects/refugeerelocationafrica.pdf,/objects/small/refugeerelocationafrica_sm.jpg,/objects/thumbs/refugeerelocationafrica_th.jpg,,
dubois338,fundsforriegner.pdf,War Refugee Board Funds for Riegner,Holocaust Education and Resource Center,1944-1-30,No,"Letter to the American Legation in Bern on the 25,000 United States Equivalent currency to Riegner.",1,1-1,1,Letter; Riegner; War Refugee Board; Funds,,,,,application/pdf,,,,fundsforriegner,image,/objects/fundsforriegner.pdf,/objects/small/fundsforriegner_sm.jpg,/objects/thumbs/fundsforriegner_th.jpg,,
dubois340,jewishagencies.pdf,Information from Jewish Agencies Packet,Holocaust Education and Resource Center,,,"This is a packet of all the contents from folder 003. They are bound together, and they are multiple memos and letters about various Jewish Agencies.",1,1-1,3,Jewish Agencies; Packet,,,,,application/pdf,,,,jewishagencies,image,/objects/jewishagencies.pdf,/objects/small/jewishagencies_sm.jpg,/objects/thumbs/jewishagencies_th.jpg,,
dubois341,contentsoffolder.pdf,Contents of Folder,Holocaust Education and Resource Center,,,A table of contents of the cables in the folder.,1,1-1,4,Table of Contents; Cables; Folder,,,,,application/pdf,,,,contentsoffolder,image,/objects/contentsoffolder.pdf,/objects/small/contentsoffolder_sm.jpg,/objects/thumbs/contentsoffolder_th.jpg,,
dubois342,personalfromactingsecretary.pdf,Personal from the Acting Secretary for the Minister,Holocaust Education and Resource Center,1942-10-5,No,Memo from the Secretary of State to the American Legation in Bern about the Jewish Congress and what is happening to Jews during the war.,1,1-1,4,Memo; Secretary of State; American Legation; Bern; Jewish Congress,,,,,application/pdf,,,,personalfromactingsecretary,image,/objects/personalfromactingsecretary.pdf,/objects/small/personalfromactingsecretary_sm.jpg,/objects/thumbs/personalfromactingsecretary_th.jpg,,
dubois343,warningprivatemessages.pdf,Warning of Accepting Private Messages,Holocaust Education and Resource Center,1943-2-10,No,"A memo from Secretary Hull to the American Legation in Bern, warning about accepting private messages.",1,1-1,4,Memo; Hull; Warning; Private Messages,,,,,application/pdf,,,,warningprivatemessages,image,/objects/warningprivatemessages.pdf,/objects/small/warningprivatemessages_sm.jpg,/objects/thumbs/warningprivatemessages_th.jpg,,
dubois344,berlinsourcetelegram.pdf,Berlin Source Telegram,Holocaust Education and Resource Center,1943-3-10,No,"A telegram from the American Legation to the Secretary of State, explaining a Berlin source which speaks on the killings of the Jewish people from January twenty sixth to March second.",1,1-1,4,Telegram; American Legation; Bern; Berlin Source; ,,,,,application/pdf,,,,berlinsourcetelegram,image,/objects/berlinsourcetelegram.pdf,/objects/small/berlinsource_telegram_sm.jpg,/objects/thumbs/berlinsource_telegram_th.jpg,,
dubois345,infoonjewsinnaziterritory.pdf,Information on Jews in Nazi Occupied Territories,Holocaust Education and Resource Center,1943-4-10,No,Short telegram to the American Legation that Dr Gerard Riegner has important information regarding the Jews in Nazi Occupied Territories.,1,1-1,4,Telegram; Riegner; Nazi Occupied Territories,,,,,application/pdf,,,,infoonjewsinnaziterritory,image,/objects/infoonjewsinnaziterritory.pdf,/objects/small/infoonjewsinnaziterritory_sm.jpg,/objects/thumbs/infoonjewsinnaziterritory_th.jpg,,
dubois346,confidentialcode.pdf,Confidential Code,Holocaust Education and Resource Center,1943-4-20,No,A two page letter split into two sections. Section One is on an individual named R and their telegrams. Section Two is on differentiating between facts and rumors on the telegrams.,1,1-1,4,Confidential Code; Facts; Rumors,,,,,application/pdf,,,,confidentialcode,image,/objects/confidentialcode.pdf,/objects/small/confidentialcode_sm.jpg,/objects/thumbs/confidentialcode_th.jpg,,
dubois347,cableconcern.pdf,Cable 354 Concern,Holocaust Education and Resource Center,1943-12-23,No,Short memo concering cable 354 and the initials typed on the message. This document has a but of scuffing with gramatical corrections.,1,1-1,4,Cable 354; Memo; Corrections,,,,,application/pdf,,,,cableconcern,image,/objects/cableconcern.pdf,/objects/small/cableconcern_sm.jpg,/objects/thumbs/cableconcern_th.jpg,,
dubois348,conference_with_consul.pdf,Conference with Consul General Wiley re Jewish Regugees,Holocaust Education and Resource Center,1943-1-18,No,"A two paged letter from Josiah DuBois about a conference he had with Consul General Wiley. This letter speaks on the refugee's and their possible release, and the potential backlash it could cause the war effort.",1,1-1,5,Letter; Wiley; DuBois; Jewish Refugees; Conference; Release; Backlash,,,,,application/pdf,,,,conference_with_consul,image,/objects/conference_with_consul.pdf,/objects/small/conference_with_consul_sm.jpg,/objects/thumbs/conference_with_consul_th.jpg,,
dubois349,murder_of_jews.pdf,Murder of Jews,Holocaust Education and Resource Center,1944-1-13,No,An eighteen page report on the State Departments inactivity regarding the matters of the murder of the Jewish people in Europe.,1,1-1,6,State Department; Inactivity; Europe,,,,,application/pdf,,,,murder_of_jews,image,/objects/murder_of_jews.pdf,/objects/small/murder_of_jews_sm.jpg,/objects/thumbs/murder_of_jews_th.jpg,,
dubois350,evacuationofregugees.pdf,Evacuation of Refugees Report to Secretary,Holocaust Education and Resource Center,,,History and background materials list.,1,1-1,7,List; History; Background,,,,,application/pdf,,,,evacuationofregugees,image,/objects/evacuationofregugees.pdf,/objects/small/evacuationofregugees_sm.jpg,/objects/thumbs/evacuationofregugees_th.jpg,,
dubois351,morgenthaumemoonly.pdf,Morgenthau Information Only,Holocaust Education and Resource Center,,,A packet report to Secretary Morgenthau on the activities of the State Department. This packet is six pages and paper clipped together.,1,1-1,7,Morgenthau; State Department; Packet Report,,,,,application/pdf,,,,morgenthaumemoonly,image,/objects/morgenthaumemoonly.pdf,/objects/small/morgenthaumemoonly_sm.jpg,/objects/thumbs/morgenthaumemoonly_th.jpg,,
dubois352,packetmemomorgenthau.pdf,Packet Memo to Morgenthau,Holocaust Education and Resource Center,,,"Packet memo to Secretary Morgenthau on the mass murder of the Jewish people in Europe. This packet is held together with staples and is heavily hand edited with notes in pencil, as well as pieces of notebook paper with more notes. There are mulitple drafts of this packet, both typed and handwritten.",1,1-1,7,Morgenthau; Mass Murder; Europe; Memo,,,,,application/pdf,,,,packetmemomorgenthau,image,/objects/packetmemomorgenthau.pdf,/objects/small/packetmemomorgenthau_sm.jpg,/objects/thumbs/packetmemomorgenthau_th.jpg,,
dubois353,personalreportongovernmentactivity.pdf,Personal Report to the President on the Activities of this Government with Respect to the Extermination of the Jews,Holocaust Education and Resource Center,,,Final Report sent to the President on the Extermination of the Jewish people in Europe. This report is paper clipped together.,1,1-1,7,President; Extermination; Europe; Final Report,,,,,application/pdf,,,,personalreportongovernmentactivity,image,/objects/personalreportongovernmentactivity.pdf,/objects/small/personalreportongovernmentactivity_sm.jpg,/objects/thumbs/personalreportongovernmentactivity_th.jpg,,
dubois354,handwrittenpacketonjews.pdf,Handwritten packet on the Jews,Holocaust Education and Resource Center,,,Handwritten draft packet on the Jews in Europe.,1,1-1,7,Europe; Handwritten Packet,,,,,application/pdf,,,,handwrittenpacketonjews,image,/objects/handwrittenpacketonjews.pdf,/objects/small/handwrittenpacketonjews_sm.jpg,/objects/thumbs/handwrittenpacketonjews_th.jpg,,
dubois355,handwrittenpacketonstatedepartment.pdf,Handwritten packet on the State Department,Holocaust Education and Resource Center,,,A handwritten packet on the State Department.,1,1-1,7,State Department; Handwritten Packet,,,,,application/pdf,,,,handwrittenpacketonstatedepartment,image,/objects/handwrittenpacketonstatedepartment.pdf,/objects/small/handwrittenpacketonstatedepartment_sm.jpg,/objects/thumbs/handwrittenpacketonstatedepartment_th.jpg,,
dubois356,information_of_hull.pdf,Memo Draft for the Personal Information of Cordell Hull,Holocaust Education and Resource Center,,,Draft memo packet on obtaining information about Cordell Hull concerning plans of the German Govenement's extermination of the Jews in Europe. This packet is paper clipped together and has handwritten edits and notes.,1,1-1,7,Hull; Extermination; Europe; Draft Memo; Germen Goverment,,,,,application/pdf,,,,information_of_hull,image,/objects/information_of_hull.pdf,/objects/small/information_of_hull_sm.jpg,/objects/thumbs/information_of_hull_th.jpg,,
dubois357,congresscommentprogramrescueofjews.pdf,Congressional comment on a program of rescue for the Jews of Europe and Congressional criticism of the State Department in connection therewith,Holocaust Education and Resource Center,,,Three paged packet memo on the discussion of forming a program to help the Jews flee Europe.,1,1-1,7,Rescue Program; Europe,,,,,application/pdf,,,,congresscommentprogramrescueofjews,image,/objects/congresscommentprogramrescueofjews.pdf,/objects/small/congresscommentprogramrescueofjews_sm.jpg,/objects/thumbs/congresscommentprogramrescueofjews_th.jpg,,
dubois358,failureofbermudaconference.pdf,The Failure of the Bermuda Conference,Holocaust Education and Resource Center,,,Packet on the failure of the Bermuda Conference and it's failure to come up with a solution to the issue in Europe.,1,1-1,7,Bermuda Conference; Failure; Refugees,,,,,application/pdf,,,,failureofbermudaconference,image,/objects/failureofbermudaconference.pdf,/objects/small/failureofbermudaconference_sm.jpg,/objects/thumbs/failureofbermudaconference_th.jpg,,
dubois359,contentsofevaluation.pdf,Contents of Evacuation of Jewish Refugees,Holocaust Education and Resource Center,,,"Table of Contents for the folder 'Evacuation of Jewish Refugees'. The contents lists letters, notes, cables, and memos.",1,1-1,8,Evacuation; Jewish Refugees; Table of Contents,,,,,application/pdf,,,,contentsofevaluation,image,/objects/contentsofevaluation.pdf,/objects/small/contentsofevaluation_sm.jpg,/objects/thumbs/contentsofevaluation_th.jpg,,
dubois360,letterfrom_morgenthau_to_cordell.pdf,Letter from Morgenthau to Cordell plus Memo,Holocaust Education and Resource Center,1943-11-24,No,Letter from Morgenthau to Cordell on the license to the World Jewish Congress.,1,1-1,8,Letter; Morgenthau; Hull; World Jewish Congress; License,,,,,application/pdf,,,,letterfrom_morgenthau_to_cordell,image,/objects/letterfrom_morgenthau_to_cordell.pdf,/objects/small/letterfrom_morgenthau_to_cordell_sm.jpg,/objects/thumbs/letterfrom_morgenthau_to_cordell_th.jpg,,
dubois361,memoanddrafttobritishembassy.pdf,Memo and Draft to Secretary Hull on the British Embassy,Holocaust Education and Resource Center,1943-11-24,No,This is a memo attached to a draft. The memo is from Morgenthau to Hull about a cable the Treasury is intending to send to the British Embassy. The draft attached is on the license intended for the World Jewish Congress on their plan to help Jews flee Europe.,1,1-1,8,Morgenthau; Hull; British Embassy; Draft Memo,,,,,application/pdf,,,,memoanddrafttobritishembassy,image,/objects/memoanddrafttobritishembassy.pdf,/objects/small/memoanddrafttobritishembassy_sm.jpg,/objects/thumbs/memoanddrafttobritishembassy_th.jpg,,
dubois362,cordellresponsetomorgenthau.pdf,Response letter from Cordell to Morgenthau,Holocaust Education and Resource Center,1943-12-6,No,This is a response letter to Morgenthau's letter on November 24th. This letter is four pages long and speaks on the license proposals and the State Department's involvement and views.,1,1-1,8,License Proposals; State Department; Response,,,,,application/pdf,,,,cordellresponsetomorgenthau,image,/objects/cordellresponsetomorgenthau.pdf,/objects/small/cordellresponsetomorgenthau_sm.jpg,/objects/thumbs/cordellresponsetomorgenthau_th.jpg,,
dubois363,dec_seventeenth_response_letter.pdf,Response letter December Seventeenth,Holocaust Education and Resource Center,1943-12-17,No,Response letter to Cordell's December 12th letter.,1,1-1,8,Hull; Response Letter; December Seventeenth,,,,,application/pdf,,,,dec_seventeenth_response_letter,image,/objects/dec_seventeenth_response_letter.pdf,/objects/small/dec_seventeenth_response_letter_sm.jpg,/objects/thumbs/dec_seventeenth_response_letter_th.jpg,,
dubois364,developments_world_jewish_congress.pdf,Developments relating to the World Jewish Congress Program,Holocaust Education and Resource Center,1943-12-17,No,A ten page letter regarding the developments regarding the program put forward by the World Jewish Congress.,1,1-1,8,World Jewish Congress; Program; Developments,,,,,application/pdf,,,,developments_world_jewish_congress,image,/objects/developments_world_jewish_congress.pdf,/objects/small/developments_world_jewish_congress_sm.jpg,/objects/thumbs/developments_world_jewish_congress_th.jpg,,
dubois365,paraphrase_telegram_eightsevenseventeen.pdf,Paraphrase of Telegram 8718,Holocaust Education and Resource Center,1943-12-18,No,"A cable referring to telegram 8717 on December 15th, the State Departments concerns with the program of the World Jewish Congress.",1,1-1,8,Telegram 8717; Telegram 8718; World Jewish Congress,,,,,application/pdf,,,,paraphrase_telegram_eightsevenseventeen,image,/objects/paraphrase_telegram_eightsevenseventeen.pdf,/objects/small/paraphrase_telegram_eightsevenseventeen_sm.jpg,/objects/thumbs/paraphrase_telegram_eightsevenseventeen_th.jpg,,
