objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois380,murphyheads_unittoaid_jewsin_nazifight.pdf,Murphy Heads Unit to Aid Jews in Nazi Fight,Holocaust Education and Resource Center,1944-1-31,No,Washington Post article on a committee dedicated to being against the termination of Jewsin Nazi Europe.,1,1-1,9,Nazi Europe; Washington Post; Committee; Newspaper Article,,,,,application/pdf,,,,murphyheads_unittoaid_jewsin_nazifight,image,/objects/murphyheads_unittoaid_jewsin_nazifight.pdf,/objects/small/murphyheads_unittoaid_jewsin_nazifight_sm.jpg,/objects/thumbs/murphyheads_unittoaid_jewsin_nazifight_th.jpg,,
dubois381,newspaper_release.pdf,"Release for Newspapers, War Refugee Board Executive Order",Holocaust Education and Resource Center,1944-1-22,No,Notice for all Morning Newspapers on the Executive Order of the formation of the War Refugee Board.,1,1-1,9,War Refugee Board; Executive Order; Newspaper Release,,,,,application/pdf,,,,newspaper_release,image,/objects/newspaper_release.pdf,/objects/small/newspaper_release_sm.jpg,/objects/thumbs/newspaper_release_th.jpg,,
dubois382,breckinridge_long_statement.pdf,Statement of the Hon. Breckinridge Long,Holocaust Education and Resource Center,1943-12-24,No,Statement by Breckinridge Long by the Jewish Comment on the Jewish peoples in Nazi Europe.,1,1-1,9,Long; Statement; Nazi Europe,,,,,application/pdf,,,,breckinridge_long_statement,image,/objects/breckinridge_long_statement.pdf,/objects/small/breckinridge_long_statement_sm.jpg,/objects/thumbs/breckinridge_long_statement_th.jpg,,
dubois383,crocodile_tears.pdf,Crocidile Tears,Holocaust Education and Resource Center,1943-12-25,No,Article criticing Breckinridge Long's statement made on December 24th.,1,1-1,9,Long; Crocodile Tears; Statement; Article,,,,,application/pdf,,,,crocodile_tears,image,/objects/crocodile_tears.pdf,/objects/small/crocodile_tears_sm.jpg,/objects/thumbs/crocodile_tears_th.jpg,,
dubois384,hopefulhints_endsbermuda_sessions.pdf,Hopefully Hints Ends Bermuds Sessions,Holocaust Education and Resource Center,,,A short newspaper article on the Bermuda Conference and questioning it's lack of decision.,1,1-1,9,Bermuda Conference; Refugees; Newspaper Article,,,,,application/pdf,,,,hopefulhints_endsbermuda_sessions,image,/objects/hopefulhints_endsbermuda_sessions.pdf,/objects/small/hopefulhints_endsbermuda_sessions_sm.jpg,/objects/thumbs/hopefulhints_endsbermuda_sessions_th.jpg,,
dubois385,jewsandthe_unitednations.pdf,The Jews and the United Nations,Holocaust Education and Resource Center,,,Article on the United Nations and the Jews in Europe.,1,1-1,9,United Nations; Europe; Article,,,,,application/pdf,,,,jewsandthe_unitednations,image,/objects/jewsandthe_unitednations.pdf,/objects/small/jewsandthe_unitednations_sm.jpg,/objects/thumbs/jewsandthe_unitednations_th.jpg,,
dubois386,usinvitesbritishtorefugeeparley.pdf,US Invites British to Refugee Parley,Holocaust Education and Resource Center,,,Article on the refugee issue in Europe. This article is long and thus not all captured in the scan.,1,1-1,9,Refugees; Europe; British; Parley; Article,,,,,application/pdf,,,,usinvitesbritishtorefugeeparley,image,/objects/usinvitesbritishtorefugeeparley.pdf,/objects/small/usinvitesbritishtorefugeeparley_sm.jpg,/objects/thumbs/usinvitesbritishtorefugeeparley_th.jpg,,
dubois387,first_great_step_taken.pdf,"The First Great, Realistic Step Has Been Taken",Holocaust Education and Resource Center,1944-1-24,No,Washington Post article on the creation and job of the War Refugee Board.,1,1-1,9,War Refugee Board; Washington Post; Newspaper Article,,,,,application/pdf,,,,first_great_step_taken,image,/objects/first_great_step_taken.pdf,/objects/small/first_great_step_taken_sm.jpg,/objects/thumbs/first_great_step_taken_th.jpg,,
dubois388,editmemo.pdf,Edit Memo,Holocaust Education and Resource Center,1943-8-27,No,A short memo from Luxford to DuBois on editing a document on the Jewish refugees.,1,1-1,10,Luxford; DuBois; Jewish Refugees; Edit Memo,,,,,application/pdf,,,,editmemo,image,/objects/editmemo.pdf,/objects/small/editmemo_sm.jpg,/objects/thumbs/editmemo_th.jpg,,
dubois389,paraphrasetelegram.pdf,Paraphrased Telegram Memo,Holocaust Education and Resource Center,1943-8-26,No,Short memo to DuBois from Hull on telegram 5149 from Bern.,1,1-1,10,DuBois; Hull; Telegram 5149; Bern; Memo,,,,,application/pdf,,,,paraphrasetelegram,image,/objects/paraphrasetelegram.pdf,/objects/small/paraphrasetelegram_sm.jpg,/objects/thumbs/paraphrasetelegram_th.jpg,,
dubois390,conference_suggestion.pdf,Conference Suggestion,Holocaust Education and Resource Center,1943-11-22,No,"Letter from Joseph O'Connell to Secretary Morgenthau on a conference with White, Pehle, Luxford and DuBois on discussing the proposal from the World Jewish Congress",1,1-1,10,O'Connell; Morgenthau; White; Pehle; Luxford; DuBois; World Jewish Congress; Conference,,,,,application/pdf,,,,conference_suggestion,image,/objects/conference_suggestion.pdf,/objects/small/conference_suggestion_sm.jpg,/objects/thumbs/conference_suggestion_th.jpg,,
dubois391,paratelegramtoharrison.pdf,Paragphrased Telegram Harrison,Holocaust Education and Resource Center,1943-11-14,No,Telegram from the American Legation in Bern on the telegrams recieved by the British Commercial Secretary.,1,1-1,10,American Legation; Bern; British Commercial Secretary; Telegram,,,,,application/pdf,,,,paratelegramtoharrison,image,/objects/paratelegramtoharrison.pdf,/objects/small/paratelegramtoharrison_sm.jpg,/objects/thumbs/paratelegramtoharrison_th.jpg,,
dubois392,pehle_attention.pdf,For Personal Attention of Mr Pehle,Holocaust Education and Resource Center,1943-11-13,No,Letter from Guy Thornold to Pehle about more information on the program by the World Jewish Congress.,1,1-1,10,Letter; Thornold; Pehle; World Jewish Congress; Program,,,,,application/pdf,,,,pehle_attention,image,/objects/pehle_attention.pdf,/objects/small/pehle_attention_sm.jpg,/objects/thumbs/pehle_attention_th.jpg,,
dubois393,cablesletters.pdf,Letter on Cables,Holocaust Education and Resource Center,1943-11-2,No,Letter from Randolph Paul to Secretary Morgenthau about cables delivered to Bern and their replies. This letter is two pages.,1,1-1,10,Letter; Paul; Morgenthau; Bern; Cables; Replies,,,,,application/pdf,,,,cablesletters,image,/objects/cablesletters.pdf,/objects/small/cablesletters_sm.jpg,/objects/thumbs/cablesletters_th.jpg,,
dubois394,fundingmethodcable.pdf,Reigner Funding Method Cable,Holocaust Education and Resource Center,1943-9-28,No,Cable to the American Legation on Reigner and the World Jewish Congress's funding method for the program.,1,1-1,10,Riegner; World Jewish Congress; Funding Method; American Legation; Cable,,,,,application/pdf,,,,fundingmethodcable,image,/objects/fundingmethodcable.pdf,/objects/small/fundingmethodcable_sm.jpg,/objects/thumbs/fundingmethodcable_th.jpg,,
dubois395,concerntelegram.pdf,Concern Telegram,Holocaust Education and Resource Center,1943-10-6,No,"Response cable from the American Legation on Reigner's funds, and the concerns of the British to not let funds fall into enemy hands. This cable is two pages long.",1,1-1,10,Riegner; Funds; British Concerns; American Legation; Cable,,,,,application/pdf,,,,concerntelegram,image,/objects/concerntelegram.pdf,/objects/small/concerntelegram_sm.jpg,/objects/thumbs/concerntelegram_th.jpg,,
dubois396,treasurydepartment_compliance.pdf,Treasury Department Compliance,Holocaust Education and Resource Center,1943-10-26,No,Response cable to the American Legation on cable 6269 on Reigner's funding.,1,1-1,10,Treasury Department; American Legation; Cable 6269; Riegner; Funding,,,,,application/pdf,,,,treasurydepartment_compliance,image,/objects/treasurydepartment_compliance.pdf,/objects/small/treasurydepartment_compliance_sm.jpg,/objects/thumbs/treasurydepartment_compliance_th.jpg,,
dubois397,cablesixtwosixnineattached.pdf,Memo on Cable 6269,Holocaust Education and Resource Center,1943-10-23,No,"Memo from Pehle to Stone on cable 6269, paraphrased.",1,1-1,10,Pehle; Stone; Cable 6269; Memo,,,,,application/pdf,,,,cablesixtwosixnineattached,image,/objects/cablesixtwosixnineattached.pdf,/objects/small/cablesixtwosixnineattached_sm.jpg,/objects/thumbs/cablesixtwosixnineattached_th.jpg,,
dubois398,orderreplymemo.pdf,Memo Ordering Reply,Holocaust Education and Resource Center,1943-10-23,No,Memo from Pehle ordering a reply to Bern per what was said in cable 6269.,1,1-1,10,Pehle; Bern; Cable 6269; Reply Memo,,,,,application/pdf,,,,orderreplymemo,image,/objects/orderreplymemo.pdf,/objects/small/orderreplymemo_sm.jpg,/objects/thumbs/orderreplymemo_th.jpg,,
dubois399,benefits_for_british_industry.pdf,How British Industry Would Benefit by Proposed Program,Holocaust Education and Resource Center,,,This document is a continuation of the Ruhr agreement. This one specifically talks about how British industries would benefit from it. No dates or signatures on this document. ,1_2_2,1-11,87,British Industry; Ruhr Agreement; Proposed Program,,,,,application/pdf,,,,benefits_for_british_industry,image,/objects/benefits_for_british_industry.pdf,/objects/small/benefits_for_british_industry_sm.jpg,/objects/thumbs/benefits_for_british_industry_th.jpg,,
dubois400,wellbeingresponsibility.pdf,Well-being is the Responsibility of the Germans,Holocaust Education and Resource Center,,,"This document talks about how Germany is responsible for it's economy and not the Allied Military authorities. Continuation of the Ruhr agreement, no dates nor sigantures. ",1_2_2,1-11,87,Germany; Economy; Allied Military Authorities; Ruhr Agreement,,,,,application/pdf,,,,wellbeingresponsibility,image,/objects/wellbeingresponsibility.pdf,/objects/small/wellbeingresponsibility_sm.jpg,/objects/thumbs/wellbeingresponsibility_th.jpg,,
dubois401,control_developmentof_germanyeconomy.pdf,Controls over Development of Germany Economy ,Holocaust Education and Resource Center,,,This document is a continuation of the Ruhr agreement. It discusses how a program needs to be put in place to strategically control the German economy. No dates or signatures on this document. ,1_2_2,1-11,87,German Economy; Strategic Control; Ruhr Agreement,,,,,application/pdf,,,,control_developmentof_germanyeconomy,image,/objects/control_developmentof_germanyeconomy.pdf,/objects/small/control_developmentof_germanyeconomy_sm.jpg,/objects/thumbs/control_developmentof_germanyeconomy_th.jpg,,
dubois402,german_reeducation.pdf,What to do about German Re-education,Holocaust Education and Resource Center,,,Continuation of the Ruhr agreement.This document discusses how the education system in Germany is their responsibility to uphold not outside people. No dates or signatures. ,1_2_2,1-11,87,German Re-Education; Education System; Ruhr Agreement,,,,,application/pdf,,,,german_reeducation,image,/objects/german_reeducation.pdf,/objects/small/german_reeducation_sm.jpg,/objects/thumbs/german_reeducation_th.jpg,,
dubois403,german_militariam.pdf,German Militarism Cannot be Destroyed by Destroying Nazism alone,Holocaust Education and Resource Center,,,Continuation of Ruhr agreement. This document discusses how there's more to fixing Germany than just the end of Nazism. There are no dates or signatures on this document. ,1_2_2,1-11,87,German Militarism; Nazism; Ruhr Agreement,,,,,application/pdf,,,,german_militariam,image,/objects/german_militariam.pdf,/objects/small/german_militariam_sm.jpg,/objects/thumbs/german_militariam_th.jpg,,
dubois404,punishmentonwarcrimes.pdf,Punishment of Certain War Crimes and Treatment of Special Groups,Holocaust Education and Resource Center,,,Continuation of the Ruhr agreement that talks about punishment and treatment of war criminals and other types of special groups. Document 1 of 3. Possible date on the last page listed as 9-8-44.,1_2_2,1-1,87,War Crimes; Punishment; Special Groups; Ruhr Agreement,,,,,application/pdf,,,,punishmentonwarcrimes,image,/objects/punishmentonwarcrimes.pdf,/objects/small/punishmentonwarcrimes_sm.jpg,/objects/thumbs/punishmentonwarcrimes_th.jpg,,
dubois409,potsdam_conference_memory.pdf,Brief Memory of Potsdam Conference,Holocaust Education and Resource Center,,,Briefly touches on one situation that happened during Potsdam Conference,S2_SS4,2-22,386,Potsdam Conference; Memory; Memo,,,,,application/pdf,,,,potsdam_conference_memory,image,/objects/potsdam_conference_memory.pdf,/objects/small/potsdam_conference_memory_sm.jpg,/objects/thumbs/potsdam_conference_memory_th.jpg,,
dubois410,reparations_mission_tojapan.pdf,United States Reparations Mission to Japan,Holocaust Education and Resource Center,1945-12-06,No,Travel orders to travel to Washington D.C. from Honolulu and California and report to Edwin W. Pauley. (6 copies),S2_SS4,2-22,386,Reparations Mission; Japan; Travel Orders; Pauley,,,,,application/pdf,,,,reparations_mission_tojapan,image,/objects/reparations_mission_tojapan.pdf,/objects/small/reparations_mission_tojapan_sm.jpg,/objects/thumbs/reparations_mission_tojapan_th.jpg,,
dubois411,hebrewandcollector.pdf,Hebrew Committee of National Liberation and Collector Documents,Holocaust Education and Resource Center,1945-09-07,Yes,"Group of documents paperclipped together, unable to remove paperclip. The top document is from the Hebrew Committee of National Liberation. The bottom document is from Harry L. Maloney. ",S2_SS4,2-22,386,Hebrew Committee of National Liberation; Maloney; Collector Documents,,,,,application/pdf,,,,hebrewandcollector,image,/objects/hebrewandcollector.pdf,/objects/small/hebrewandcollector_sm.jpg,/objects/thumbs/hebrewandcollector_th.jpg,,
dubois412,thankyousixtymillionjobs.pdf,H.A. Wallace Thank You to 'Harry' and Many More ,Holocaust Education and Resource Center,1945-07-30,No,"A letter to 'Harry' from H.A. Wallace thanking him and many others for their help and interest in the early stages of the book, ""Sixty Million Jobs.""",S2_SS4,2-22,386,Wallace; Sixty Million Jobs; Thank You Letter,,,,,application/pdf,,,,thankyousixtymillionjobs,image,/objects/thankyousixtymillionjobs.pdf,/objects/small/thankyousixtymillionjobs_sm.jpg,/objects/thumbs/thankyousixtymillionjobs_th.jpg,,
dubois413,striegsberdienamedailee.pdf,Striegs Berdien Amedaille 1939 Folder ,Holocaust Education and Resource Center,1939,Yes,"Folder that contains a medal, seen in Medal ",S2_SS4,2-22,386,Medal; Folder; 1939,,,,,application/pdf,,,,striegsberdienamedailee,image,/objects/striegsberdienamedailee.pdf,/objects/small/striegsberdienamedailee_sm.jpg,/objects/thumbs/striegsberdienamedailee_th.jpg,,
dubois415,confidentialwarcounts.pdf,IG Farben Aggressive War Counts (Confidential) ,Holocaust Education and Resource Center,1947,Yes,"Folder titled ""IG Farben Aggressive War Counts (Confidential)""",S2_SS4,2-22,387,IG Farben; Aggressive War Counts; Confidential Folder,,,,,application/pdf,,,,confidentialwarcounts,image,/objects/confidentialwarcounts.pdf,/objects/small/confidentialwarcounts_sm.jpg,/objects/thumbs/confidentialwarcounts_th.jpg,,
dubois416,commonplanconspiracy.pdf,Brief Discussion about War Crimes Charge ,Holocaust Education and Resource Center,1947-01,Yes,"Two documents paperclipped together, unable to remove the paperclip. Top document is to Josiah E. Dubois from Telford Taylor saying ""we dont need anymore."" Bottom document discusses a charge. ",S2_SS4,2-22,387,Taylor; DuBois; War Crimes Charge; Paperclipped Documents,,,,,application/pdf,,,,commonplanconspiracy,image,/objects/commonplanconspiracy.pdf,/objects/small/commonplanconspiracy_sm.jpg,/objects/thumbs/commonplanconspiracy_th.jpg,,
dubois417,warcrimesintro.pdf,Introduction for War Crimes in the IG Farben Aggressive War for General Taylor Mr. Ervin,Holocaust Education and Resource Center,1947-01-31,No,This is a document for General Taylor Mr. Ervin from Josiah E. Dubois Jr. informing him that he is attaching a collection of documents.,S2_SS4,2-22,387,Document; Taylor; Ervin; DuBois; War Crimes; IG Farben; ,,,,,application/pdf,,,,warcrimesintro,image,/objects/warcrimesintro.pdf,/objects/small/warcrimesintro_sm.jpg,/objects/thumbs/warcrimesintro_th.jpg,,
dubois418,indexbooklet.pdf,Index For IG Farben Aggressive War Counts,Holocaust Education and Resource Center,,,"18 page booklet, A outlines the charges relating to aggression, B highlights proving participation by Farben in planning, preparing and waging wars of aggression, C is additional evidence required for aggressive war counts.",S2_SS4,2-22,387,IG Farben; Aggressive War Counts; Index Booklet,,,,,application/pdf,,,,indexbooklet,image,/objects/indexbooklet.pdf,/objects/small/indexbooklet_sm.jpg,/objects/thumbs/indexbooklet_th.jpg,,
dubois419,packet_one_ropudiation_of_versailles.pdf,Preparation for the Repudiation of Versailles Pages 75-109 ,Holocaust Education and Resource Center,,,Packet missing rest of pages. Only contains pages 75-109 about the Preparation for the repudiation of Versailles. ,S2_SS4,2-22,389,Repudiation of Versailles; Packet; Pages 75-109,,,,,application/pdf,,,,packet_one_ropudiation_of_versailles,image,/objects/packet_one_ropudiation_of_versailles.pdf,/objects/small/packet_one_ropudiation_of_versailles_sm.jpg,/objects/thumbs/packet_one_ropudiation_of_versailles_th.jpg,,
dubois420,courttwocasenine.pdf,Afternoon Session from Court 2 Case 9 Read by Judge Dixon,Holocaust Education and Resource Center,1948-04-08,Yes,Packet missing the rest of pages. This packet is pages 6707-6784. The front page is written in third person. It is Judge Dixon reading the Judgement to The Tribunal. ,S2_SS4,2-22,389,Dixon; Court 2; Case 9; Tribunal; Judgement,,,,,application/pdf,,,,courttwocasenine,image,/objects/courttwocasenine.pdf,/objects/small/courttwocasenine_sm.jpg,/objects/thumbs/courttwocasenine_th.jpg,,
dubois421,transcriptagainstotto.pdf,Official Transcript of the American Military Tribunal in the Matter of the United States against Otto Ohlendorf,Holocaust Education and Resource Center,1948-04 -09,No,"Packet missing rest of pages. Only contains pages 6785-6852. This is the official transcript of the American Military Tribunal in the matter of the USA, against Otto Ohlendorf and many more. This occured in Nuremburg, Germany. ",S2_SS4,2-22,389,Ohlendorf; American Military Tribunal; Official Transcript; Nuremberg,,,,,application/pdf,,,,transcriptagainstotto,image,/objects/transcriptagainstotto.pdf,/objects/small/transcriptagainstotto_sm.jpg,/objects/thumbs/transcriptagainstotto_th.jpg,,
dubois422,transcriptagainstott.pdf,Official Transcript of the American Military Tribunal in the Matter of the United States against SS-Lieutenant Adolf Ott ,Holocaust Education and Resource Center,1948-04-09,No,"Packet missing rest of pages. Only contains pages 6853-6888. This is the official transcript of the American Military Tribunal in the matter of the USA, specifically against Adolt Ott. This occured in Nuremburg, Germany. ",S2_SS4,2-22,389,Ott; American Military Tribunal; Official Transcript; Nuremberg,,,,,application/pdf,,,,transcriptagainstotto,image,/objects/transcriptagainstott.pdf,/objects/small/transcriptagainstott_sm.jpg,/objects/thumbs/transcriptagainstott_th.jpg,,
dubois423,militarytribunalcasesix.pdf,"Closing Statement for Case No. 6 The USA Against Carl Krauch, et al., Defendants",Holocaust Education and Resource Center,1948-06-10,No,"Military Tribunal No. VI for case no. 6 of the USA against Carl Krauch, et al. Defendants. This is the first page of the packet. The packet is the closing statement for the USA in Nurnberg. The pages are 1-36. ",S2_SS4,2-22,389,Case No. 6; Krauch; Closing Statement; Nuremberg,,,,,application/pdf,,,,militarytribunalcasesix,image,/objects/militarytribunalcasesix.pdf,/objects/small/militarytribunalcasesix_sm.jpg,/objects/thumbs/militarytribunalcasesix_th.jpg,,
dubois424,continuation_usa_against_carlkrauch.pdf,"Pages 37-80 of Closing Statement for Case No. 6 The USA Against Carl Krauch, et al., Defendants",Holocaust Education and Resource Center,,,"This is page 37, the starting page of this second packet. The packet is of pages 37-38. Pages 1-36 are in the Closing Statement for Case No. 6 The USA against Carl Krauch, et al., Defendants",S2_SS4,2-22,389,Case No. 6; Krauch; Closing Statement; Pages 37-80,,,,,application/pdf,,,,continuation_usa_against_carlkrauch,image,/objects/continuation_usa_against_carlkrauch.pdf,/objects/small/continuation_usa_against_carlkrauch_sm.jpg,/objects/thumbs/continuation_usa_against_carlkrauch_th.jpg,,
dubois425,finalpageofusaagainstkarl.pdf,"Final Page of Closing Statement for Case No. 6 The USA Against Carl Krauch, et al., Defendants",Holocaust Education and Resource Center,,,"This is page 81, the final page of Closing Statement for Case No. 6 The USA Against Carl Krauch, et al., Defendants. ",S2_SS4,2-22,389,Case No. 6; Krauch; Closing Statement; Final Page,,,,,application/pdf,,,,finalpageofusaagainstkarl,image,/objects/finalpageofusaagainstkarl.pdf,/objects/small/finalpageofusaagainstkarl_sm.jpg,/objects/thumbs/finalpageofusaagainstkarl_th.jpg,,
dubois426,officialtranscript_usa_against_carlkrauch.pdf,Official Transcript of the United States of America Against Carl Krauch in Nurnberg,Holocaust Education and Resource Center,1947-10-14,No,"This is page 2005, the starting page of this packet. The packet consists of pages 2005-2055. It is the official transcript of the American Military Tribunal in the matter of the United States of America against Carl Krauch, et al., Defendants. This is taking place in Nurnberg, Germany with Justice Shake presiding. ",S2_SS4,2-22,389,Krauch; American Military Tribunal; Official Transcript; Nuremberg,,,,,application/pdf,,,,officialtranscript_usa_against_carlkrauch,image,/objects/officialtranscript_usa_against_carlkrauch.pdf,/objects/small/officialtranscript_usa_against_carlkrauch_sm.jpg,/objects/thumbs/officialtranscript_usa_against_carlkrauch_th.jpg,,
dubois427,judgementofnurembergandprinciplelegality.pdf,Cover Page of The Judgment of Nuremberg and the Principle of Legality of Offences and Penalties by Donnedieu de Vabres,Holocaust Education and Resource Center,1947,Yes,This is the cover page of The Judgment of Nuremberg and the Principle of Legality of Offences and Penalties by Donnedieu de Vabres. It was published in review of Penal Law and of Criminology in Brussels. The packet is pages 1-25. ,S2_SS4,2-22,389,Nuremberg Judgment; Legality; Offences; Penalties; Vabres,,,,,application/pdf,,,,judgementofnurembergandprinciplelegality,image,/objects/judgementofnurembergandprinciplelegality.pdf,/objects/small/judgementofnurembergandprinciplelegality_sm.jpg,/objects/thumbs/judgementofnurembergandprinciplelegality_th.jpg,,
dubois428,summaryoffinalpleasilcher.pdf,First Page of Summary Compiled for the Pres. of the Final Plea Silcher,Holocaust Education and Resource Center,,,This is the cover page which is the index of the summary compiled for the president. This packet only is pages 1-4. It is missing the rest. ,S2_SS4,2-22,389,Silcher; Final Plea; Summary; Index,,,,,application/pdf,,,,summaryoffinalpleasilcher,image,/objects/summaryoffinalpleasilcher.pdf,/objects/small/summaryoffinalpleasilcher_sm.jpg,/objects/thumbs/summaryoffinalpleasilcher_th.jpg,,
dubois429,judgeandersonquestion.pdf,First Page of a Packet Discussing War Crimes,Holocaust Education and Resource Center,,,This is the first page of a packet that has pages 1-27. This page speaks about war crimes. ,S2_SS4,2-22,390,War Crimes; Packet,,,,,application/pdf,,,,judgeandersonquestion,image,/objects/judgeandersonquestion.pdf,/objects/small/judgeandersonquestion_sm.jpg,/objects/thumbs/judgeandersonquestion_th.jpg,,
dubois430,kugleroffense.pdf,Page of a Packet Discussing 'Kugler' and 'Ho' Crimes,Holocaust Education and Resource Center,,,This packet consists of pages 124-182. It is missing pages 1-123. This page discusses what 'Kugler' has done and why 'Ho' is guilty.  ,S2_SS4,2-22,390,Kugler; Ho; Crimes; Packet,,,,,application/pdf,,,,kugleroffense,image,/objects/kugleroffense.pdf,/objects/small/kugleroffense_sm.jpg,/objects/thumbs/kugleroffense_th.jpg,,
dubois441,boundsforrefugeefunds.pdf,Bounds for Funds for Refugees,Holocaust Education and Resource Center,1943-10-4,No,Memo by Hodel on the bounds the Treasury's funds can be spent in order to evacuate refugee's from Europe.,1,1-1,10,Hodel; Treasury Funds; Refugees; Europe; Memo,,,,,application/pdf,,,,boundsforrefugeefunds,image,/objects/boundsforrefugeefunds.pdf,/objects/small/boundsforrefugeefunds_sm.jpg,/objects/thumbs/boundsforrefugeefunds_th.jpg,,
dubois442,arrangementsapprovedbytreasury.pdf,Arrangements approved by the Treasury,Holocaust Education and Resource Center,,,Memo on the bounds for the Treasury funds for the World Jewish Congress.,1,1-1,10,Treasury Funds; World Jewish Congress; Memo,,,,,application/pdf,,,,arrangementsapprovedbytreasury,image,/objects/arrangementsapprovedbytreasury.pdf,/objects/small/arrangementsapprovedbytreasury_sm.jpg,/objects/thumbs/arrangementsapprovedbytreasury_th.jpg,,
dubois443,paraphrasetelegram_twothreeseventhree.pdf,Paraphrase Telegram 5598,Holocaust Education and Resource Center,1943-9-28,No,Memo to the American Legation on the funds to be sent to the World Jewish Congress.,1,1-1,10,Memo; American Legation; Funds; World Jewish Congress.,,,,,application/pdf,,,,paraphrasetelegram_twothreeseventhree,image,/objects/paraphrasetelegram_twothreeseventhree.pdf,/objects/small/paraphrasetelegram_twothreeseventhree_sm.jpg,/objects/thumbs/paraphrasetelegram_twothreeseventhree_th.jpg,,
dubois444,telegram_fivefivenineeight.pdf,Telegram 5598 about Treasury Funds for the World Jewish Congress,Holocaust Education and Resource Center,1943-9-9,No,Telegram from Bern to the Secretary of State on the funds meant to be sent by the Treasury Department. This telegram is two pages long with minimal handwritten edits.,1,1-1,10,Telegram 5598; Bern; Secretary of State; Treasury Funds,,,,,application/pdf,,,,telegram_fivefivenineeight,image,/objects/telegram_fivefivenineeight.pdf,/objects/small/telegram_fivefivenineeight_sm.jpg,/objects/thumbs/telegram_fivefivenineeight_th.jpg,,
dubois445,telegram_twoonesixtytwo.pdf,Response to Telegram 5149 about World Jewish Congress Funds,Holocaust Education and Resource Center,1943-9-4,No,Response to telegram 5149 on the details of the funds for the World Jewish Congress. This telegram is two pages long.,1,1-1,10,Response; Telegram 2182; Telegram 5149; World Jewish Congress; Funds,,,,,application/pdf,,,,telegram_twoonesixtytwo,image,/objects/telegram_twoonesixtytwo.pdf,/objects/small/telegram_twoonesixtytwo_sm.jpg,/objects/thumbs/telegram_twoonesixtytwo_th.jpg,,
dubois446,telegram_fiveonefortynine.pdf,Telegram 5149 about World Jewish Congress Funds,Holocaust Education and Resource Center,1943-8-23,No,Two paged telegram from the American Legation to the Secretary of State on the World Jewish Congress' funds. The pages are stapled together.,1,1-1,10,Telegram 5149; American Legation; Secretary of State; World Jewish Congress; Funds,,,,,application/pdf,,,,telegram_fiveonefortynine,image,/objects/telegram_fiveonefortynine.pdf,/objects/small/telegram_fiveonefortynine_sm.jpg,/objects/thumbs/telegram_fiveonefortynine_th.jpg,,
dubois447,draftcabletobern.pdf,Draft Cable to Bern about Telegram 5149,Holocaust Education and Resource Center,,,Draft Cable in response to Telegram 5149.,1,1-1,10,Telegram 5149; Bern; Draft Cable,,,,,application/pdf,,,,draftcabletobern,image,/objects/draftcabletobern.pdf,/objects/small/draftcabletobern_sm.jpg,/objects/thumbs/draftcabletobern_th.jpg,,
dubois448,telegram_twozeroseventyseven.pdf,Telegram 2077 from the Secretary od State to American Legation,Holocaust Education and Resource Center,1943-8-26,No,Telegram from the Secretary of State to the American Legation.,1,1-1,10,Telegram 2077; Secretary of State; American Legation,,,,,application/pdf,,,,telegram_twozeroseventyseven,image,/objects/telegram_twozeroseventyseven.pdf,/objects/small/telegram_twozeroseventyseven_sm.jpg,/objects/thumbs/telegram_twozeroseventyseven_th.jpg,,
dubois449,asagreedtointreasury.pdf,Telegram about Treasury Terms from Telegram 4989,Holocaust Education and Resource Center,1943-8-21,No,Telegram speaking on the terms from telegram 4989. This telegram has two pages.,1,1-1,10,Telegram 4989; Treasury; State; Terms,,,,,application/pdf,,,,asagreedtointreasury,image,/objects/asagreedtointreasury.pdf,/objects/small/asagreedtointreasury_sm.jpg,/objects/thumbs/asagreedtointreasury_th.jpg,,
dubois450,telegram_fournineeightynine.pdf,Telegram 4989 about Clarifying Previous Cables,Holocaust Education and Resource Center,1943-8-16,No,Telegram on clarification on wording of previous cables 1889 and 3767.,1,1-1,10,Telegram 4989; Cables 1889; 3767; Clarification,,,,,application/pdf,,,,telegram_fournineeightynine,image,/objects/telegram_fournineeightynine.pdf,/objects/small/telegram_fournineeightynine_sm.jpg,/objects/thumbs/telegram_fournineeightynine_th.jpg,,
dubois451,evacuationproposal.pdf,Report on the World Jewish Congress Evacuation Proposal,Holocaust Education and Resource Center,1943-8-12,No,Letter report on the background of the proposal for the World Jewish Congress. This letter is four pages long.,1,1-1,10,Evacuation Proposal; World Jewish Congress; Background Report,,,,,application/pdf,,,,evacuationproposal,image,/objects/evacuationproposal.pdf,/objects/small/evacuationproposal_sm.jpg,/objects/thumbs/evacuationproposal_th.jpg,,
dubois452,overthephone_meltzer.pdf,Telephone Transcript about Treasury License Agreements,Holocaust Education and Resource Center,1943-8-11,No,"Transcript of a call to Mr Meltzer on the Treasury's license agreements, and their rules and bounds. This transcript is two pages.",1,1-1,10,Meltzer; Treasury License Agreements; Telephone Transcript,,,,,application/pdf,,,,overthephone_meltzer,image,/objects/overthephone_meltzer.pdf,/objects/small/overthephone_meltzer_sm.jpg,/objects/thumbs/overthephone_meltzer_th.jpg,,
